"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VRSK","Verisk Analytics, Inc.","82.26","$13.77B","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","26.07","$279.89M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/vbtx",
"VRML","Vermillion, Inc.","1.19","$62.2M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSAR","Versartis, Inc.","15.7","$546.3M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vsar",
"VTNR","Vertex Energy, Inc","1.25","$41.44M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","82.93","$20.57B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VRTB","Vestin Realty Mortgage II, Inc.","2.351","$5.61M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vrtb",
"VIA","Viacom Inc.","42.15","$16.73B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","38.4","$13.34B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/viab",
"VMET","Viamet Pharmaceuticals Corp.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmet",
"VSAT","ViaSat, Inc.","65.05","$3.71B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","8.37","$1.93B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","2.45","$27.07M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","15.35","$596.44M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vicr",
"CIZ","Victory CEMP Developed Enhanced Volatility Wtd Index ETF","28.6528","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciz",
"CEZ","Victory CEMP Emerging Market Volatility Wtd Index ETF","25.0824","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cez",
"CID","Victory CEMP International High Div Volatility Wtd Index ETF","31.9328","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cid",
"CIL","Victory CEMP International Volatility Wtd Index ETF","33.2127","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CFO","Victory CEMP US 500 Enhanced Volatility Wtd Index ETF","40.84","$28.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfo",
"CFA","Victory CEMP US 500 Volatility Wtd Index ETF","40.83","$8.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfa",
"CSF","Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF","40.4628","$22.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csf",
"CDC","Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF","41.279","$26.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdc",
"CDL","Victory CEMP US Large Cap High Div Volatility Wtd Index ETF","40.2742","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cdl",
"CSB","Victory CEMP US Small Cap High Div Volatility Wtd Index ETF","41.1512","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"CSA","Victory CEMP US Small Cap Volatility Wtd Index ETF","41.4516","$2.12B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csa",
"VBND","Vident Core U.S. Bond Strategy Fund","49.04","$421.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbnd",
"VUSE","Vident Core US Equity ETF","29.25","$444.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vuse",
"VIDI","Vident International Equity Fund","22.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vidi",
"VDTH","Videocon d2h Limited","8.7","$913.64M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/vdth",
"VRAY","ViewRay, Inc.","3.15","$136.94M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","1.56","$31.47M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","0.567","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","28.15","$40.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VLGEA","Village Super Market, Inc.","30.5","$432.21M","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/vlgea",
"VIP","VimpelCom Ltd.","4.04","$7.1B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"VNOM","Viper Energy Partners LP","16.53","$1.45B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","4.3","$65.27M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VIRT","Virtu Financial, Inc.","16.05","$2.23B","2015","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/virt",
"VRTS","Virtus Investment Partners, Inc.","121.7","$716.63M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/vrts",
"VRTU","Virtusa Corporation","27.13","$812.88M","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/vrtu",
"VISN","VisionChina Media, Inc.","3.94","$20.24M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/visn",
"VTGN","VistaGen Therapeutics, Inc.","3.68","$30.84M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtgn",
"VTL","Vital Therapies, Inc.","4.7","$150.64M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VIVE","Viveve Medical, Inc.","5.05","$53.77M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vive",
"VVPR","VivoPower International PLC","5.09","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/vvpr",
"VVUS","VIVUS, Inc.","1.24","$130.01M","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VOD","Vodafone Group Plc","26.03","$69.13B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VOXX","VOXX International Corporation","4.5","$108.72M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","12.19","$325.72M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr",
"VSEC","VSE Corporation","38.95","$420.61M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","5.32","$174.56M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","6.6","$129.13M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi",
"VWR","VWR Corporation","26.22","$3.45B","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr",
"WGBS","WaferGen Bio-systems, Inc.","5.48","$4.15M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WBA","Walgreens Boots Alliance, Inc.","82.67","$89.23B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WAFD","Washington Federal, Inc.","34.1","$3.04B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wafd",
"WAFDW","Washington Federal, Inc.","16.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wafdw",
"WASH","Washington Trust Bancorp, Inc.","53.85","$921.99M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
"WFBI","WashingtonFirst Bankshares Inc","29.07","$374.13M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi",
"WSBF","Waterstone Financial, Inc.","18.2","$534.82M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wsbf",
"WVE","WAVE Life Sciences Ltd.","27.65","$649.1M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"WNFM","Wayne Farms, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wnfm",
"WAYN","Wayne Savings Bancshares Inc.","17.7","$49.24M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WSTG","Wayside Technology Group, Inc.","17.6","$81.29M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WCFB","WCF Bancorp, Inc.","9.625","$24.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wcfb",
"WDFC","WD-40 Company","105.5","$1.5B","1973","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wdfc",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","38.17","$15.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WEB","Web.com Group, Inc.","20.25","$1.03B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/web",
"WBMD","WebMD Health Corp","51.27","$1.93B","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd",
"WCST","Wecast Network, Inc.","1.22","$52.11M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/wcst",
"WB","Weibo Corporation","45.7","$9.7B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wb",
"WEBK","Wellesley Bancorp, Inc.","27.5","$67.61M","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WEN","Wendy&#39;s Company (The)","13.5","$3.32B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","27.05","$1.95B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","42.42","$1.86B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
"WTBA","West Bancorporation","24.75","$399.42M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtba",
"WSTC","West Corporation","24.84","$2.07B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WMAR","West Marine, Inc.","9.96","$248.46M","1993","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/wmar",
"WABC","Westamerica Bancorporation","61.39","$1.58B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WBB","Westbury Bancorp, Inc.","20.95","$85.85M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb",
"WSTL","Westell Technologies, Inc.","0.6","$36.99M","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WDC","Western Digital Corporation","70.84","$20.22B","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WNEB","Western New England Bancorp, Inc.","9.4","$284.35M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wneb",
"WLB","Westmoreland Coal Company","18","$334.27M","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WPRT","Westport Fuel Systems Inc","1.26","$137.83M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WEYS","Weyco Group, Inc.","31.18","$325.82M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","1.7","$115.54M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr",
"WHLRD","Wheeler Real Estate Investment Trust, Inc.","23.96","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrd",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","22.77","$16.39M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.0451","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHF","WhiteHorse Finance, Inc.","12.49","$228.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","25.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WFM","Whole Foods Market, Inc.","30.73","$9.79B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm",
"WILN","Wi-LAN Inc","1.64","$194.46M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/wiln",
"WHLM","Wilhelmina International, Inc.","7.5","$40.36M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","8","$39.84M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","5.548","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WLDN","Willdan Group, Inc.","24.9","$207.3M","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","26.53","$172.17M","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","126.22","$17.26B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wltw",
"WIN","Windstream Holdings, Inc.","8","$768.92M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WINT","Windtree Therapeutics, Inc.","1.45","$12.29M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/wint",
"WING","Wingstop Inc.","28.56","$821.03M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","120.95","$498.56M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WINS","Wins Finance Holdings Inc.","208","$4.17B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wins",
"WTFC","Wintrust Financial Corporation","71.22","$3.69B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","26.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","48.507","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"AGZD","WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F","48.26","$19.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"AGND","WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund","43.95","$17.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","50.83","$7.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","20.2084","$22.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","70.58","$56.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","21.49","$42.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","28.6597","$126.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","24.33","$17.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"WETF","WisdomTree Investments, Inc.","11.27","$1.54B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","37.1","$103.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxjs",
"DXKW","WisdomTree Korea Hedged Equity Fund","22.39","$10.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxkw",
"GULF","WisdomTree Middle East Dividend Fund","17.51","$19.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"HYND","WisdomTree Negative Duration High Yield Bond Fund","22.3878","$8.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"CRDT","WisdomTree Strategic Corporate Bond Fund","73.9301","$7.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crdt",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","33.68","$1.1B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","34.02","$88.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrs",
"DXPS","WisdomTree United Kingdom Hedged Equity Fund","23.9056","$19.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxps",
"UBND","WisdomTree Western Asset Unconstrained Bond Fund","49.599","$4.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubnd",
"WIX","Wix.com Ltd.","48.5","$1.95B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wix",
"WMIH","WMIH Corp.","1.5","$309.57M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wmih",
"WBKC","Wolverine Bancorp, Inc.","31.4471","$66M","2011","Finance","Banks","http://www.nasdaq.com/symbol/wbkc",
"WWD","Woodward, Inc.","69.16","$4.27B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wwd",
"WKHS","Workhorse Group, Inc.","5.4","$143.26M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wkhs",
"WRLD","World Acceptance Corporation","60.69","$538.12M","1991","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wrld",
"WPCS","WPCS International Incorporated","1.45","$4.19M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wpcs",
"WPPGY","WPP plc","113.85","$30.28B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WMGI","Wright Medical Group N.V.","25.4","$2.62B","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.35","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WSFS","WSFS Financial Corporation","45.5","$1.43B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsfs",
